"rowkey","occurrenceID","eventID","catalogNumber","collectionCode","dcterms:type","dcterms:license processed","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","dcterms:references","taxonID","scientificName processed","scientificNameAuthorship","nomenclaturalStatus","taxonRemarks","identificationRemarks","identifiedBy processed","identificationVerificationStatus","identificationVerificationStatus processed","kingdom","phylum processed","class processed","order processed","family processed","genus processed","specificEpithet","infraspecificEpithet","eventDate processed","eventTime","verbatimEventDate","day processed","month processed","year processed","eventDateEnd processed","endDay processed","endMonth processed","endYear processed","locationID","higherGeographyID","higherGeography","islandGroup","island","countryCode","county","gridreference","verbatimLocality","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","georeferenceVerificationStatus processed","georeferenceRemarks","geologicalContextID","basisOfRecord processed","occurrenceStatus processed","occurrenceRemarks","vitality","dynamicProperties","recordNumber","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","behavior","preparations","disposition","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","samplingEffort","sampleSizeUnit","measurementDeterminedDate","relationshipAccordingTo","resourceRelationshipID","measurementRemarks","measurementValue","relationshipRemarks","resourceID","relationshipEstablishedDate","relationshipOfResource","measurementMethod","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","relatedResourceID","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","collectionID","datasetID","institutionCode","fieldNotes","eventRemarks","datasetName","ownerInstitutionCode","otherCatalogNumbers","materialSampleID","decimalLatitude processed","decimalLongitude processed","Coordinate uncertainty - processed"
"cfac5e87-1845-4387-b5c2-ba9e167162f0","112658590",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2017-04-03",,,"03","04","2017",,,,,,,,,,,,"NH9718",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.245673","-3.700203","707.1"
"cfaf71de-f98f-4fd9-b9f1-1442e8ed19f5","120219007",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2019-08-22",,,"22","08","2019",,,,,,,,,,,,"NH8519",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.251804","-3.899403","707.1"
"cfd91bf4-fd73-486a-a152-85641795261c","107304801",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2017-04-22",,,"22","04","2017",,,,,,,,,,,,"NH9718",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.245673","-3.700203","707.1"
"cfec8676-ffc0-44f5-a902-9a5f8b20ab65","117344660","ScottishCrossbill2008-SAMPLE",,"ScottishCrossbill2008",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-04-02",,,"02","04","2008","2008-04-02","02","04","2008","9669267",,,,,,,"NC4002",,,,,,"Accepted",,,"HumanObservation","present",,,,"856",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000601",,,,,,,,"57.983049","-4.699157","707.1"
"d0571a01-a52d-4705-869e-699836f3d134","95418429",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2013-06-27",,,"27","06","2013",,,,,,,,,,,,"NH9217",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.235547","-3.782582","707.1"
"d0600654-876f-422b-894d-418fcd9b1de2","117376498","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2000-03-30",,,"30","03","2000","2000-03-30","30","03","2000",,,,,,,,"NJ01",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.215865","-3.574633","7071.1"
"d098bd6b-a290-4889-a37c-3cc9b262acbe","114339522",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2018-05-21",,,"21","05","2018",,,,,,,,,,,,"NH91T",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.232093","-3.707862","1414.2"
"d0dffee5-248c-45fb-80fd-c801ed6b7573","CI00023300000WY9","CI000233000007OD",,"CI00023300000022",,"CC-BY","National Trust for Scotland",,,,"NHMSYS0000530457","Loxia scotica",,,,"Originally recorded as = Loxia scotia / Scottish Crossbill",,"Unconfirmed","Unconfirmed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2010-03-16",,,"16","03","2010",,,,,,,,,,,,"NO084933",,,,,,,,,"HumanObservation","present","Crossbill pair",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NTS",,,"National Trust for Scotland Species Records",,,,"57.022153","-3.5096","70.7"
"d0f0f129-f7bd-4d4e-8eeb-2d7e5d575914","222582516","1-SAMPLE",,"1",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2002",,,"","","2002","2002",,,"2002","11053101",,,,,,,"NJ16I",,,,,,"Accepted",,,"HumanObservation","present",,,,"NESBBA0206-17579",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000571","The Scottish Ornithologists' Club",,,,,,,"57.684399","-3.460725","1414.2"
"d10ebe57-4ac6-4c54-8748-4a343f32ac33","119297127","SOC/HighlandBirdClub2003-SAMPLE",,"SOC/HighlandBirdClub2003",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2003-05-31",,,"31","05","2003","2003-05-31","31","05","2003","9794315",,,,,,,"NH64G",,,,,,"Accepted",,,"HumanObservation","present",,,,"H2003-4961",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000453","The Scottish Ornithologists' Club",,,,,,,"57.456543","-4.285094","1414.2"
"d110b485-7215-4460-a42d-9260c9f45ac3","CI0000420000SNXS","CI0000420000B0IG",,"CI000042000000HE",,"CC-BY-NC","NESBREC",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted","Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2010-05-23",,,"23","05","2010",,,,,,,,,,,,"NO4393",,,,,,"",,,"HumanObservation","present",,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NESBReC",,,"North East Scotland Birds 1883 - 2010",,,,"57.02913","-2.93242","707.1"
"d141531e-533c-4879-ab07-cebbddf9147d","248189277","no key-SAMPLE",,"no key",,"CC-BY-NC",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1988-04",,,"","04","1988","1991-07",,"07","1991","13005175",,,,,,,"NH89",,,,,,"Accepted - considered correct",,,"HumanObservation","present",,,,"GIB52045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000147","British Trust for Ornithology",,,,,,,"57.929464","-3.943516","7071.1"
"d15b29c7-4f60-4b14-928d-3b4135182704","117376904","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1999-03-12",,,"12","03","1999","1999-03-12","12","03","1999",,,,,,,,"NH66",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.654603","-4.264014","7071.1"
"d17faa81-501c-40b0-a3b5-3a7048c0ed03","222566858","1-SAMPLE",,"1",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2002",,,"","","2002","2002",,,"2002","11051455",,,,,,,"NJ23E",,,,,,"Accepted",,,"HumanObservation","present",,,,"NESBBA0206-17581",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000571","The Scottish Ornithologists' Club",,,,,,,"57.434436","-3.317488","1414.2"
"d18dba97-6d7b-44a0-9058-4833c02cc5ba","117345112","ScottishCrossbill2008-SAMPLE",,"ScottishCrossbill2008",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-02-18",,,"18","02","2008","2008-02-18","18","02","2008","9669313",,,,,,,"NJ4227",,,,,,"Accepted",,,"HumanObservation","present",,,,"377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000601",,,,,,,,"57.334385","-2.956753","707.1"
"d1a1e734-c6dd-4161-9f6f-c3288823dda9","45942409",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2005-03-31",,,"31","03","2005",,,,,,,,,,,,"NJ0530",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.35515","-3.572284","707.1"
"d1d6c31d-ae75-4990-be45-de6034ae108d","117376180","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1999-04-24",,,"24","04","1999","1999-04-24","24","04","1999",,,,,,,,"NC81",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655759",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"58.108996","-3.95328","7071.1"
"d1ddb2d8-1fc4-45ef-93b2-0d6a30f04bc0","226167098","Scotland2006-2011-SAMPLE",,"Scotland2006-2011",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2006",,,"","","2006","2011",,,"2011","11468172",,,,,,,"NO49W",,,,,,"Accepted",,,"HumanObservation","present",,,,"BCTP2012_19963",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000811",,,,,,,,"57.025281","-2.841722","1414.2"
"d1eae9ab-ccde-46e2-86e1-cdb8e922598b","34129435",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1990-10-14",,,"14","10","1990",,,,,,,,,,,,"NN79",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.029113","-4.061043","7071.1"
"d1ffa90a-a01a-44ce-86d3-4dd7af6fe735","46361175",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1996-05-24",,,"24","05","1996",,,,,,,,,,,,"NH9609",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.164638","-3.713018","707.1"
"d20c24bd-debc-445f-916b-3401a33232ee","117376879","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1997-04-16",,,"16","04","1997","1997-04-16","16","04","1997",,,,,,,,"NJ35",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.580352","-3.088626","7071.1"
"d2738817-d0a5-481b-a3fd-ed11c87bdcaa","117376369","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2003-02-28",,,"28","02","2003","2003-02-28","28","02","2003",,,,,,,,"NH67",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655883",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.744354","-4.269623","7071.1"
"d27901b5-a8d7-458d-bf40-ecbe8839a481","53113872",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2006-01-21",,,"21","01","2006",,,,,,,,,,,,"NJ01",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.215865","-3.574633","7071.1"
"d27c83ee-b27e-40e4-abb3-a81c13768f5c","248044993","no key-SAMPLE",,"no key",,"CC-BY-NC",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1988-04",,,"","04","1988","1991-07",,"07","1991",,,,,,,,"NH80",,,,,,"Accepted - considered correct",,,"HumanObservation","present",,,,"GIBTET257437",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000147","British Trust for Ornithology",,,,,,,"57.121498","-3.900985","7071.1"
"d2aea87a-cb86-4a75-8cf5-e1f707b1a550","CI00004200007NUA","CI000042000027BU",,"CI0000420000003G",,"CC-BY-NC","NESBREC",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted","Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2000-05-06",,,"06","05","2000",,,,,,,,,,,,"NO0789",,,,,,"",,,"HumanObservation","present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NESBReC",,,"North East Scotland Birds 1883 - 2010",,,,"56.98739","-3.523827","707.1"
"d2b0c082-7d6e-40ae-af25-d47246a773f9","17086367",,,,,"OGL","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1999-06-19",,,"19","06","1999",,,,,,,,,,,,"NC8804",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO/JNCC/RSPB partnership)",,,,"58.015635","-3.888937","707.1"
"d2c760e0-2f80-44f6-9e18-8060360efa75","80992071",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2011-02-23",,,"23","02","2011",,,,,,,,,,,,"NH8602",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.099425","-3.875091","707.1"
"d2cc848c-6301-48cb-99c8-f9f3f5c7543e","33793979",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1999-09-05",,,"05","09","1999",,,,,,,,,,,,"NH8907",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.145048","-3.827812","707.1"
"d2d06025-561d-49b6-a433-74b66fb2ead7","230029439","no key-SAMPLE",,"no key",,"CC-BY-NC",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1981-11",,,"","11","1981","1984-02",,"02","1984","11874802",,,,,,,"NC80",,,,,,"Accepted - considered correct",,,"HumanObservation","present",,,,"WIN46902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000599","British Trust for Ornithology",,,,,,,"58.019231","-3.948383","7071.1"
"d2f01612-3b63-48dd-b32c-efbf9d235b17","97923864",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2015-05-17",,,"17","05","2015",,,,,,,,,,,,"NH0154",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.536947","-5.317843","707.1"
"d31d1c9b-b5bc-41ae-aacc-a9d00ab6e296","117376593","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2003-01-23",,,"23","01","2003","2003-01-23","23","01","2003",,,,,,,,"NH56",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655944",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.651494","-4.431429","7071.1"
"d3441b68-a313-452e-ab54-3c50b64fd9ab","123266621",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2018-10-11",,,"11","10","2018",,,,,,,,,,,,"NJ0327",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.327793","-3.604335","707.1"
"d344547f-c2a4-412f-8b5a-35317335f6da","230234327","no key-SAMPLE",,"no key",,"CC-BY-NC",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1981-11",,,"","11","1981","1984-02",,"02","1984","11876271",,,,,,,"NH46",,,,,,"Accepted - considered correct",,,"HumanObservation","present",,,,"WIN46911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000599","British Trust for Ornithology",,,,,,,"57.648163","-4.598808","7071.1"
"d34d5c0f-6b3a-4471-baea-3c6d1cc1c3d0","248812832","no key-SAMPLE",,"no key",,"CC-BY-NC",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1988-04",,,"","04","1988","1991-07",,"07","1991",,,,,,,,"NJ50",,,,,,"Accepted - considered correct",,,"HumanObservation","present",,,,"GIBTET257461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000147","British Trust for Ornithology",,,,,,,"57.133694","-2.745056","7071.1"
"d35a9356-8aaa-4c8a-bf21-c1e4fbd81025","89807327",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2014-02-02",,,"02","02","2014",,,,,,,,,,,,"NJ0527",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.328212","-3.571133","707.1"
"d35fd90a-3fa2-458b-addc-72313adb260b","5906440",,,,,"OGL","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2006-04-28",,,"28","04","2006",,,,,,,,,,,,"NO5194",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO/JNCC/RSPB partnership)",,,,"57.039024","-2.800835","707.1"
"d385dd61-ee5a-43b0-8232-dcd47b6e0490","117345055","ScottishCrossbill2008-SAMPLE",,"ScottishCrossbill2008",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-03-02",,,"02","03","2008","2008-03-02","02","03","2008","9669171",,,,,,,"NJ2252",,,,,,"Accepted",,,"HumanObservation","present",,,,"614",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000601",,,,,,,,"57.555928","-3.296803","707.1"
"d3cd7022-586b-4077-a0ac-4acec6d34abc","117345039","ScottishCrossbill2008-SAMPLE",,"ScottishCrossbill2008",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-01-07",,,"07","01","2008","2008-01-07","07","01","2008","9669374",,,,,,,"NJ2022",,,,,,"Accepted",,,"HumanObservation","present",,,,"328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000601",,,,,,,,"57.286174","-3.320479","707.1"
"d3d5bed5-2206-44a4-b8d3-8d3d453c8a51","230026443","no key-SAMPLE",,"no key",,"CC-BY-NC",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1981-11",,,"","11","1981","1984-02",,"02","1984","11874848",,,,,,,"NJ03",,,,,,"Accepted - considered correct",,,"HumanObservation","present",,,,"WIN46940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000599","British Trust for Ornithology",,,,,,,"57.395452","-3.58233","7071.1"
"d41d841d-12e9-46bd-b919-bda733853e33","117376949","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2003-02-28",,,"28","02","2003","2003-02-28","28","02","2003",,,,,,,,"NH77",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655893",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.747252","-4.101761","7071.1"
"d4376974-9c13-4dae-b8d9-8c1b60db000c","69236749",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2007-04-12",,,"12","04","2007",,,,,,,,,,,,"NH91",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.21368","-3.740129","7071.1"
"d447d94e-0139-4115-920d-58635fe8c54f","CI00004200009VQ3","CI00004200002KRY",,"CI00004200000030",,"CC-BY-NC","NESBREC",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted","Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2004-01-10",,,"10","01","2004",,,,,,,,,,,,"NO4892",,,,,,"",,,"HumanObservation","present",,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NESBReC",,,"North East Scotland Birds 1883 - 2010",,,,"57.020734","-2.849855","707.1"
"d44b1ebc-174a-4d55-9de9-42aedb8a4bf7","50894734",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2006-12-31",,,"31","12","2006",,,,,,,,,,,,"NH81",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.211278","-3.9056","7071.1"
"d4805b37-f5cf-4503-adbb-fc9273daa49b","117345040","ScottishCrossbill2008-SAMPLE",,"ScottishCrossbill2008",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-01-08",,,"08","01","2008","2008-01-08","08","01","2008","9669242",,,,,,,"NJ2039",,,,,,"Accepted",,,"HumanObservation","present",,,,"486",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000601",,,,,,,,"57.438839","-3.325976","707.1"
"d4adcfef-d396-48a8-8c89-831aedd132e8","226139158","Scotland2006-2011-SAMPLE",,"Scotland2006-2011",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2006",,,"","","2006","2011",,,"2011","11448085",,,,,,,"NJ35U",,,,,,"Accepted",,,"HumanObservation","present",,,,"BCTP2012_19924",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000811",,,,,,,,"57.616559","-3.056229","1414.2"
"d4e34eb0-80b3-4ec1-ba80-eed6db2ef29d","13018712",,,,,"OGL","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2010-05-02",,,"02","05","2010",,,,,,,,,,,,"NO5194",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO/JNCC/RSPB partnership)",,,,"57.039024","-2.800835","707.1"
